Host clust2
From 2020-03-24T00:00:00.000000000 to 2020-07-21T00:00:00.000000000
Iteration 0: Epsilon = inf, ESS = 1000 Acc. rate = 100% Numb. unique particles = 1000
Kernel ratio: min = -0.711, max = 0.642, mean = -0.0181
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 30: Espilon = 13302.6802, ESS = 950 Acc. rate = 64.39% Uniqueness rate particules = 99.5% Uniqueness rate components = 96.0% Global parameters uniqueness rate = 98.5%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -0.649, max = 0.656, mean = -0.0189
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 31: Espilon = 13062.3823, ESS = 902 Acc. rate = 65.22% Uniqueness rate particules = 99.5% Uniqueness rate components = 97.7% Global parameters uniqueness rate = 99.2%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -0.64, max = 0.642, mean = -0.0218
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 32: Espilon = 12784.6423, ESS = 856 Acc. rate = 64.66% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.5% Global parameters uniqueness rate = 99.2%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -0.665, max = 0.646, mean = -0.0134
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 33: Espilon = 12611.9715, ESS = 813 Acc. rate = 65.50% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.7% Global parameters uniqueness rate = 99.3%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -0.688, max = 0.685, mean = -0.0178
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 34: Espilon = 12394.1949, ESS = 772 Acc. rate = 66.61% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.8% Global parameters uniqueness rate = 99.3%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -0.758, max = 0.592, mean = -0.00881
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 35: Espilon = 12175.0561, ESS = 733 Acc. rate = 64.84% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.9% Global parameters uniqueness rate = 99.3%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -0.641, max = 0.662, mean = -0.0148
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 36: Espilon = 12012.0974, ESS = 696 Acc. rate = 63.86% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.9% Global parameters uniqueness rate = 99.3%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -0.614, max = 0.603, mean = -0.0243
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 37: Espilon = 11861.0501, ESS = 661 Acc. rate = 64.56% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.9% Global parameters uniqueness rate = 99.3%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -0.693, max = 0.586, mean = -0.00381
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 38: Espilon = 11722.8998, ESS = 628 Acc. rate = 65.45% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.9% Global parameters uniqueness rate = 99.3%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -0.727, max = 0.647, mean = -0.0364
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 39: Espilon = 11578.7246, ESS = 596 Acc. rate = 64.93% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.9% Global parameters uniqueness rate = 99.3%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -0.636, max = 0.627, mean = -0.0199
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 40: Espilon = 11401.4498, ESS = 566 Acc. rate = 64.31% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.9% Global parameters uniqueness rate = 99.3%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -0.618, max = 0.581, mean = -0.0217
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 41: Espilon = 11195.1122, ESS = 537 Acc. rate = 64.53% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.9% Global parameters uniqueness rate = 99.3%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -0.663, max = 0.608, mean = -0.0161
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 42: Espilon = 11050.8750, ESS = 510 Acc. rate = 65.49% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.9% Global parameters uniqueness rate = 99.3%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -0.627, max = 0.665, mean = -0.00738
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 43: Espilon = 10908.1954, ESS = 1000 Acc. rate = 65.00% Uniqueness rate particules = 98.9% Uniqueness rate components = 88.9% Global parameters uniqueness rate = 95.8%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -0.639, max = 0.612, mean = -0.0159
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 44: Espilon = 10780.8929, ESS = 950 Acc. rate = 65.58% Uniqueness rate particules = 99.8% Uniqueness rate components = 95.9% Global parameters uniqueness rate = 99.4%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -0.692, max = 0.561, mean = -0.0136
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 45: Espilon = 10641.3800, ESS = 902 Acc. rate = 64.25% Uniqueness rate particules = 100.0% Uniqueness rate components = 98.2% Global parameters uniqueness rate = 99.8%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -0.659, max = 0.651, mean = -0.0178
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 46: Espilon = 10521.9184, ESS = 856 Acc. rate = 65.86% Uniqueness rate particules = 100.0% Uniqueness rate components = 98.9% Global parameters uniqueness rate = 99.8%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -0.642, max = 0.607, mean = -0.0108
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 47: Espilon = 10389.9869, ESS = 813 Acc. rate = 66.33% Uniqueness rate particules = 100.0% Uniqueness rate components = 99.1% Global parameters uniqueness rate = 99.8%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -0.588, max = 0.647, mean = -0.017
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 48: Espilon = 10280.9826, ESS = 772 Acc. rate = 64.31% Uniqueness rate particules = 100.0% Uniqueness rate components = 99.2% Global parameters uniqueness rate = 99.8%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -0.677, max = 0.586, mean = -0.022
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 49: Espilon = 10127.2497, ESS = 733 Acc. rate = 62.79% Uniqueness rate particules = 100.0% Uniqueness rate components = 99.2% Global parameters uniqueness rate = 99.8%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -0.661, max = 0.618, mean = 0.00329
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 50: Espilon = 10003.1352, ESS = 696 Acc. rate = 64.15% Uniqueness rate particules = 100.0% Uniqueness rate components = 99.2% Global parameters uniqueness rate = 99.8%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -0.621, max = 0.607, mean = -0.0188
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 51: Espilon = 9940.2013, ESS = 661 Acc. rate = 63.65% Uniqueness rate particules = 100.0% Uniqueness rate components = 99.2% Global parameters uniqueness rate = 99.8%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -0.66, max = 0.601, mean = -0.0196
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 52: Espilon = 9829.7529, ESS = 628 Acc. rate = 61.31% Uniqueness rate particules = 100.0% Uniqueness rate components = 99.3% Global parameters uniqueness rate = 99.8%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -0.765, max = 0.58, mean = -0.0037
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 53: Espilon = 9762.2110, ESS = 596 Acc. rate = 66.32% Uniqueness rate particules = 100.0% Uniqueness rate components = 99.3% Global parameters uniqueness rate = 99.8%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -0.671, max = 0.645, mean = -0.0336
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 54: Espilon = 9675.6342, ESS = 566 Acc. rate = 61.93% Uniqueness rate particules = 100.0% Uniqueness rate components = 99.3% Global parameters uniqueness rate = 99.8%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -0.687, max = 0.614, mean = -0.0205
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 55: Espilon = 9585.6598, ESS = 537 Acc. rate = 64.57% Uniqueness rate particules = 100.0% Uniqueness rate components = 99.3% Global parameters uniqueness rate = 99.8%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -0.674, max = 0.603, mean = -0.00685
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 56: Espilon = 9484.7819, ESS = 510 Acc. rate = 65.00% Uniqueness rate particules = 100.0% Uniqueness rate components = 99.3% Global parameters uniqueness rate = 99.8%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -0.68, max = 0.566, mean = -0.00684
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 57: Espilon = 9395.8876, ESS = 1000 Acc. rate = 62.60% Uniqueness rate particules = 98.6% Uniqueness rate components = 86.9% Global parameters uniqueness rate = 96.2%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -0.594, max = 0.617, mean = -0.0122
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 58: Espilon = 9276.5852, ESS = 950 Acc. rate = 62.74% Uniqueness rate particules = 99.9% Uniqueness rate components = 95.0% Global parameters uniqueness rate = 99.7%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -0.68, max = 0.633, mean = -0.0137
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 59: Espilon = 9192.8847, ESS = 902 Acc. rate = 62.83% Uniqueness rate particules = 99.9% Uniqueness rate components = 97.2% Global parameters uniqueness rate = 99.9%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -0.692, max = 0.638, mean = -0.0176
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 60: Espilon = 9086.7842, ESS = 856 Acc. rate = 62.56% Uniqueness rate particules = 99.9% Uniqueness rate components = 97.9% Global parameters uniqueness rate = 99.9%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -0.657, max = 0.65, mean = -0.0191
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 61: Espilon = 9007.6646, ESS = 813 Acc. rate = 63.22% Uniqueness rate particules = 99.9% Uniqueness rate components = 98.3% Global parameters uniqueness rate = 99.9%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -0.624, max = 0.647, mean = -0.0191
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 62: Espilon = 8926.2859, ESS = 772 Acc. rate = 62.86% Uniqueness rate particules = 99.9% Uniqueness rate components = 98.5% Global parameters uniqueness rate = 99.9%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -0.599, max = 0.668, mean = -0.0103
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 63: Espilon = 8852.9843, ESS = 733 Acc. rate = 62.62% Uniqueness rate particules = 99.9% Uniqueness rate components = 98.5% Global parameters uniqueness rate = 99.9%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -0.576, max = 0.619, mean = -0.0063
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 64: Espilon = 8775.0083, ESS = 696 Acc. rate = 60.99% Uniqueness rate particules = 99.9% Uniqueness rate components = 98.6% Global parameters uniqueness rate = 99.9%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -0.639, max = 0.581, mean = -0.0139
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 65: Espilon = 8706.0681, ESS = 661 Acc. rate = 62.86% Uniqueness rate particules = 99.9% Uniqueness rate components = 98.6% Global parameters uniqueness rate = 99.9%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -0.604, max = 0.657, mean = -0.0162
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 66: Espilon = 8620.1139, ESS = 628 Acc. rate = 61.43% Uniqueness rate particules = 99.9% Uniqueness rate components = 98.6% Global parameters uniqueness rate = 99.9%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -0.674, max = 0.712, mean = -0.00567
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 67: Espilon = 8544.4804, ESS = 596 Acc. rate = 65.14% Uniqueness rate particules = 99.9% Uniqueness rate components = 98.6% Global parameters uniqueness rate = 99.9%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -0.667, max = 0.697, mean = -0.00714
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 68: Espilon = 8462.3927, ESS = 566 Acc. rate = 64.40% Uniqueness rate particules = 99.9% Uniqueness rate components = 98.6% Global parameters uniqueness rate = 99.9%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -0.651, max = 0.685, mean = -0.0295
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 69: Espilon = 8374.2741, ESS = 537 Acc. rate = 61.45% Uniqueness rate particules = 99.9% Uniqueness rate components = 98.6% Global parameters uniqueness rate = 99.9%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -0.621, max = 0.577, mean = -0.0205
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 70: Espilon = 8288.7988, ESS = 510 Acc. rate = 63.33% Uniqueness rate particules = 99.9% Uniqueness rate components = 98.6% Global parameters uniqueness rate = 99.9%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -0.634, max = 0.606, mean = 0.00142
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 71: Espilon = 8231.7506, ESS = 1000 Acc. rate = 61.50% Uniqueness rate particules = 98.4% Uniqueness rate components = 84.5% Global parameters uniqueness rate = 95.7%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -0.636, max = 0.625, mean = -0.0071
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 72: Espilon = 8181.1534, ESS = 950 Acc. rate = 61.29% Uniqueness rate particules = 99.1% Uniqueness rate components = 93.1% Global parameters uniqueness rate = 98.6%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -0.643, max = 0.647, mean = -0.014
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 73: Espilon = 8103.1535, ESS = 902 Acc. rate = 62.00% Uniqueness rate particules = 99.3% Uniqueness rate components = 96.6% Global parameters uniqueness rate = 99.1%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -0.672, max = 0.619, mean = -0.0156
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 74: Espilon = 8031.6589, ESS = 856 Acc. rate = 60.11% Uniqueness rate particules = 99.4% Uniqueness rate components = 97.7% Global parameters uniqueness rate = 99.2%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -0.614, max = 0.622, mean = -0.0252
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 75: Espilon = 7950.0162, ESS = 813 Acc. rate = 61.44% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.3% Global parameters uniqueness rate = 99.3%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -0.725, max = 0.678, mean = -0.0113
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 76: Espilon = 7874.4316, ESS = 772 Acc. rate = 59.81% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.5% Global parameters uniqueness rate = 99.3%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -0.64, max = 0.623, mean = -0.0344
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 77: Espilon = 7813.6221, ESS = 733 Acc. rate = 58.56% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.6% Global parameters uniqueness rate = 99.3%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -0.583, max = 0.639, mean = 0.00282
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 78: Espilon = 7761.4968, ESS = 696 Acc. rate = 60.24% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.7% Global parameters uniqueness rate = 99.3%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -0.679, max = 0.637, mean = 0.000711
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 79: Espilon = 7721.5508, ESS = 661 Acc. rate = 59.87% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.7% Global parameters uniqueness rate = 99.3%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -0.687, max = 0.651, mean = -0.0135
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 80: Espilon = 7672.3839, ESS = 628 Acc. rate = 61.15% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.7% Global parameters uniqueness rate = 99.3%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -0.632, max = 0.571, mean = -0.0244
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 81: Espilon = 7616.6652, ESS = 596 Acc. rate = 59.90% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.7% Global parameters uniqueness rate = 99.3%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -0.646, max = 0.651, mean = -0.000665
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 82: Espilon = 7529.1822, ESS = 566 Acc. rate = 61.53% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.7% Global parameters uniqueness rate = 99.3%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -0.645, max = 0.554, mean = -0.0213
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 83: Espilon = 7474.2217, ESS = 537 Acc. rate = 58.52% Uniqueness rate particules = 99.5% Uniqueness rate components = 98.7% Global parameters uniqueness rate = 99.3%
